Sumber,Komoditi,Tingkat,Provinsi,Tanggal,Harga
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-13,38000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-13,40667.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-13,45000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-13,35960.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-13,32500.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-13,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-13,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-13,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-13,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-13,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-13,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-13,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-13,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-13,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-13,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-13,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-13,31000.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-13,32000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-13,155500.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-13,148000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-13,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-13,162500.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-13,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-13,150000.0
Panel Harga,Daging Sapi,Konsumen,Sambas,2026-01-13,160000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-13,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-13,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-13,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-13,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-13,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-13,43512.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-13,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-13,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-13,47200.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-13,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-13,40667.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-13,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-13,38333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sambas,2026-01-13,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-13,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-13,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-13,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-13,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-13,42000.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-13,34125.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-13,34333.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-13,36000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-13,36800.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-13,36350.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-13,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-13,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-13,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-13,33667.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-13,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-13,23000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-13,36944.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-13,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-13,33250.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-13,32600.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-13,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-13,6800.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-13,37500.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-13,44750.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-13,31750.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-13,36000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-13,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-13,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-13,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-13,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-13,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-13,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-13,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-13,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-13,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-13,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-13,152500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Singkawang,2026-01-13,160000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-13,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-13,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-13,34750.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-13,36000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-13,35700.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-13,32500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-13,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-13,34500.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-14,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-14,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-14,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-14,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-14,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-14,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-14,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-14,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-14,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-14,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-14,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-14,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-14,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-14,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-14,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-14,45333.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-14,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-14,38000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-14,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-14,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-14,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-14,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-14,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-14,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-14,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-14,40000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-14,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-14,39000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-14,40667.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-14,43000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-14,35960.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-14,32500.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-14,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-14,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-14,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-14,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-14,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-14,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-14,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-14,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-14,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-14,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-14,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-14,31000.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-14,32000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-14,156034.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-14,148000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-14,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-14,161667.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-14,160000.0
Panel Harga,Daging Sapi,Konsumen,Sambas,2026-01-14,160000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-14,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-14,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-14,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-14,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-14,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-14,44227.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-14,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-14,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-14,47000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-14,46000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-14,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-14,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-14,37667.0
Panel Harga,Daging Ayam Ras,Konsumen,Sambas,2026-01-14,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-14,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-14,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-14,45667.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-14,42500.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-14,42000.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-14,34173.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-14,34333.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-14,36000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-14,36433.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-14,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-14,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-14,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-14,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-14,23000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-14,36944.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-14,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-14,33750.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-14,32500.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-14,33750.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-14,32600.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-14,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-14,6800.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-14,37950.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-14,44750.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-14,33150.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-14,36000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-14,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-14,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-14,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-14,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-14,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-14,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-14,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-14,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-14,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-14,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-14,152500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Singkawang,2026-01-14,160000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-14,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-14,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-14,34750.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-14,36000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-14,35700.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-14,32500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-14,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-14,34500.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-15,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-15,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-15,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-15,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-15,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-15,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-15,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-15,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-15,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-15,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-15,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-15,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-15,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-15,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-15,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-15,45467.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-15,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-15,38000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-15,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-15,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-15,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-15,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-15,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-15,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-15,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-15,40000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-15,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-15,39000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-15,41333.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-15,43000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-15,36160.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-15,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-15,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-15,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-15,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-15,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-15,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-15,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-15,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-15,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-15,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-15,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-15,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-15,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-15,32000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-15,155469.0
Panel Harga,Daging Sapi,Konsumen,Kayong Utara,2026-01-15,160000.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-15,148000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-15,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-15,161667.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-15,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-15,150000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-15,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-15,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-15,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-15,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-15,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-15,44267.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-15,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-15,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-15,46800.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-15,46000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-15,42667.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-15,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-15,39333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sambas,2026-01-15,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-15,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-15,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-15,45667.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-15,43500.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-15,42000.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-15,33961.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-15,34333.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-15,34400.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-15,36800.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-15,36350.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-15,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-15,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-15,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-15,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-15,32000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-15,23000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-15,36018.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-15,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-15,33750.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-15,32500.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-15,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-15,6800.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-15,38050.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-15,44750.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-15,33400.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-15,36000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-15,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-15,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-15,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-15,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-15,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-15,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-15,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-15,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-15,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-15,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-15,152500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Singkawang,2026-01-15,160000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-15,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-15,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-15,33900.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-15,36000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-15,33700.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-15,32000.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-15,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-15,34500.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Flamboyan,Kota Pontianak,2026-01-15,45000.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Kemuning,Kota Pontianak,2026-01-15,45000.0
Disbunnak,Daging Ayam Buras,Pasar Flamboyan,Kota Pontianak,2026-01-15,60000.0
Disbunnak,Daging Ayam Buras,Pasar Kemuning,Kota Pontianak,2026-01-15,62000.0
Disbunnak,Daging Babi,Pasar Flamboyan,Kota Pontianak,2026-01-15,140000.0
Disbunnak,Daging Babi,Pasar Kemuning,Kota Pontianak,2026-01-15,140000.0
Disbunnak,Daging Sapi,Pasar Flamboyan,Kota Pontianak,2026-01-15,150000.0
Disbunnak,Daging Sapi,Pasar Kemuning,Kota Pontianak,2026-01-15,160000.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Flamboyan,Kota Pontianak,2026-01-15,2400.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Kemuning,Kota Pontianak,2026-01-15,2400.0
